dataset,article,strategy,classification,refusal_subtype,char_len
allsides,allsides_abortion_l_3,simple,ok,,989
allsides,allsides_abortion_l_3,vanilla,ok,,910
allsides,allsides_abortion_l_4,cot_fewshot_mft,ok,,1065
allsides,allsides_abortion_l_4,cot_fewshot,ok,,1192
allsides,allsides_abortion_l_4,cot,ok,,1022
allsides,allsides_abortion_l_4,oracle,ok,,1056
allsides,allsides_abortion_l_4,simple_fewshot_mft,ok,,1041
allsides,allsides_abortion_l_4,simple_fewshot,ok,,1007
allsides,allsides_abortion_l_4,simple,ok,,897
allsides,allsides_abortion_l_4,vanilla,ok,,944
allsides,allsides_abortion_l_5,cot_fewshot_mft,ok,,1159
allsides,allsides_abortion_l_5,cot_fewshot,ok,,1057
allsides,allsides_abortion_l_5,cot,ok,,971
allsides,allsides_abortion_l_5,oracle,ok,,991
allsides,allsides_abortion_l_5,simple_fewshot_mft,ok,,1161
allsides,allsides_abortion_l_5,simple_fewshot,ok,,991
allsides,allsides_abortion_l_5,simple,ok,,862
allsides,allsides_abortion_l_5,vanilla,ok,,922
allsides,allsides_abortion_r_1,cot_fewshot_mft,ok,,1196
allsides,allsides_abortion_r_1,cot_fewshot,ok,,1103
allsides,allsides_abortion_r_1,cot,ok,,1103
allsides,allsides_abortion_r_1,oracle,ok,,1088
allsides,allsides_abortion_r_1,simple_fewshot_mft,ok,,1179
allsides,allsides_abortion_r_1,simple_fewshot,ok,,931
allsides,allsides_abortion_r_1,simple,ok,,1081
allsides,allsides_abortion_r_1,vanilla,ok,,922
allsides,allsides_abortion_r_2,cot_fewshot_mft,ok,,1205
allsides,allsides_abortion_r_2,cot_fewshot,ok,,1205
allsides,allsides_abortion_r_2,cot,ok,,1146
allsides,allsides_abortion_r_2,oracle,ok,,997
allsides,allsides_abortion_r_2,simple_fewshot_mft,ok,,1137
allsides,allsides_abortion_r_2,simple_fewshot,ok,,1010
allsides,allsides_abortion_r_2,simple,ok,,886
allsides,allsides_abortion_r_2,vanilla,ok,,940
allsides,allsides_abortion_r_3,cot_fewshot_mft,ok,,1073
allsides,allsides_abortion_r_3,cot_fewshot,ok,,1035
allsides,allsides_abortion_r_3,cot,ok,,967
allsides,allsides_abortion_r_3,oracle,ok,,1017
allsides,allsides_abortion_r_3,simple_fewshot_mft,ok,,1222
allsides,allsides_abortion_r_3,simple_fewshot,ok,,1045
allsides,allsides_abortion_r_3,simple,ok,,955
allsides,allsides_abortion_r_3,vanilla,ok,,943
allsides,allsides_abortion_r_4,cot_fewshot_mft,ok,,1185
allsides,allsides_abortion_r_4,cot_fewshot,ok,,1338
allsides,allsides_abortion_r_4,cot,ok,,1163
allsides,allsides_abortion_r_4,oracle,ok,,1012
allsides,allsides_abortion_r_4,simple_fewshot_mft,ok,,1071
allsides,allsides_abortion_r_4,simple_fewshot,ok,,1057
allsides,allsides_abortion_r_4,simple,ok,,1021
allsides,allsides_abortion_r_4,vanilla,ok,,1119
allsides,allsides_abortion_r_5,cot_fewshot_mft,ok,,1144
allsides,allsides_abortion_r_5,cot_fewshot,ok,,969
allsides,allsides_abortion_r_5,cot,ok,,986
allsides,allsides_abortion_r_5,oracle,ok,,1050
allsides,allsides_abortion_r_5,simple_fewshot_mft,ok,,971
allsides,allsides_abortion_r_5,simple_fewshot,ok,,1055
allsides,allsides_abortion_r_5,simple,ok,,1010
allsides,allsides_abortion_r_5,vanilla,ok,,958
allsides,allsides_coronavirus_c_1,cot_fewshot_mft,ok,,1113
allsides,allsides_coronavirus_c_1,cot_fewshot,ok,,1028
allsides,allsides_coronavirus_c_1,cot,ok,,968
allsides,allsides_coronavirus_c_1,oracle,ok,,1041
allsides,allsides_coronavirus_c_1,simple_fewshot_mft,ok,,1033
allsides,allsides_coronavirus_c_1,simple_fewshot,ok,,1030
allsides,allsides_coronavirus_c_1,simple,ok,,936
allsides,allsides_coronavirus_c_1,vanilla,ok,,972
allsides,allsides_coronavirus_c_2,cot_fewshot_mft,ok,,1249
allsides,allsides_coronavirus_c_2,cot_fewshot,ok,,1100
allsides,allsides_coronavirus_c_2,cot,ok,,995
allsides,allsides_coronavirus_c_2,oracle,ok,,994
allsides,allsides_coronavirus_c_2,simple_fewshot_mft,ok,,1069
allsides,allsides_coronavirus_c_2,simple_fewshot,ok,,977
allsides,allsides_coronavirus_c_2,simple,ok,,934
allsides,allsides_coronavirus_c_2,vanilla,ok,,901
allsides,allsides_coronavirus_c_3,cot_fewshot_mft,ok,,1141
allsides,allsides_coronavirus_c_3,cot_fewshot,ok,,1155
allsides,allsides_coronavirus_c_3,cot,ok,,1176
allsides,allsides_coronavirus_c_3,oracle,ok,,1082
allsides,allsides_coronavirus_c_3,simple_fewshot_mft,ok,,1138
allsides,allsides_coronavirus_c_3,simple_fewshot,ok,,1061
allsides,allsides_coronavirus_c_3,simple,ok,,1055
allsides,allsides_coronavirus_c_3,vanilla,ok,,942
allsides,allsides_coronavirus_c_4,cot_fewshot_mft,ok,,981
allsides,allsides_coronavirus_c_4,cot_fewshot,ok,,938
allsides,allsides_coronavirus_c_4,cot,ok,,1109
allsides,allsides_coronavirus_c_4,oracle,ok,,980
allsides,allsides_coronavirus_c_4,simple_fewshot_mft,ok,,974
allsides,allsides_coronavirus_c_4,simple_fewshot,ok,,914
allsides,allsides_coronavirus_c_4,simple,ok,,878
allsides,allsides_coronavirus_c_4,vanilla,ok,,868
allsides,allsides_coronavirus_c_5,cot_fewshot_mft,ok,,1165
allsides,allsides_coronavirus_c_5,cot_fewshot,ok,,1156
allsides,allsides_coronavirus_c_5,cot,ok,,1023
allsides,allsides_coronavirus_c_5,oracle,ok,,1103
allsides,allsides_coronavirus_c_5,simple_fewshot_mft,ok,,1067
allsides,allsides_coronavirus_c_5,simple_fewshot,ok,,969
allsides,allsides_coronavirus_c_5,simple,ok,,941
allsides,allsides_coronavirus_c_5,vanilla,ok,,972
allsides,allsides_coronavirus_l_1,cot_fewshot_mft,ok,,984
allsides,allsides_coronavirus_l_1,cot_fewshot,ok,,958
allsides,allsides_coronavirus_l_1,cot,ok,,938
allsides,allsides_coronavirus_l_1,oracle,ok,,901
allsides,allsides_coronavirus_l_1,simple_fewshot_mft,ok,,879
allsides,allsides_coronavirus_l_1,simple_fewshot,ok,,878
allsides,allsides_coronavirus_l_1,simple,ok,,892
allsides,allsides_coronavirus_l_1,vanilla,ok,,891
allsides,allsides_coronavirus_l_2,cot_fewshot_mft,ok,,951
allsides,allsides_coronavirus_l_2,cot_fewshot,ok,,1067
allsides,allsides_coronavirus_l_2,cot,ok,,953
allsides,allsides_coronavirus_l_2,oracle,ok,,982
allsides,allsides_coronavirus_l_2,simple_fewshot_mft,ok,,1025
allsides,allsides_coronavirus_l_2,simple_fewshot,ok,,960
allsides,allsides_coronavirus_l_2,simple,ok,,920
allsides,allsides_coronavirus_l_2,vanilla,ok,,976
allsides,allsides_coronavirus_l_3,cot_fewshot_mft,ok,,1192
allsides,allsides_coronavirus_l_3,cot_fewshot,ok,,1227
allsides,allsides_coronavirus_l_3,cot,ok,,1241
allsides,allsides_coronavirus_l_3,oracle,ok,,1158
allsides,allsides_coronavirus_l_3,simple_fewshot_mft,ok,,1059
allsides,allsides_coronavirus_l_3,simple_fewshot,ok,,966
allsides,allsides_coronavirus_l_3,simple,ok,,977
allsides,allsides_coronavirus_l_3,vanilla,ok,,1071
allsides,allsides_coronavirus_l_4,cot_fewshot_mft,ok,,1120
allsides,allsides_coronavirus_l_4,cot_fewshot,ok,,1060
allsides,allsides_coronavirus_l_4,cot,ok,,1142
allsides,allsides_coronavirus_l_4,oracle,ok,,1041
allsides,allsides_coronavirus_l_4,simple_fewshot_mft,ok,,950
allsides,allsides_coronavirus_l_4,simple_fewshot,ok,,1049
allsides,allsides_coronavirus_l_4,simple,ok,,871
allsides,allsides_coronavirus_l_4,vanilla,ok,,861
allsides,allsides_coronavirus_l_5,cot_fewshot_mft,ok,,1020
allsides,allsides_coronavirus_l_5,cot_fewshot,ok,,981
allsides,allsides_coronavirus_l_5,cot,ok,,1094
allsides,allsides_coronavirus_l_5,oracle,ok,,982
allsides,allsides_coronavirus_l_5,simple_fewshot_mft,ok,,934
allsides,allsides_coronavirus_l_5,simple_fewshot,ok,,860
allsides,allsides_coronavirus_l_5,simple,ok,,847
allsides,allsides_coronavirus_l_5,vanilla,ok,,811
allsides,allsides_coronavirus_r_1,cot_fewshot_mft,ok,,1221
allsides,allsides_coronavirus_r_1,cot_fewshot,ok,,997
allsides,allsides_coronavirus_r_1,cot,ok,,1150
allsides,allsides_coronavirus_r_1,oracle,ok,,1059
allsides,allsides_coronavirus_r_1,simple_fewshot_mft,ok,,1146
allsides,allsides_coronavirus_r_1,simple_fewshot,ok,,1050
allsides,allsides_coronavirus_r_1,simple,ok,,959
allsides,allsides_coronavirus_r_1,vanilla,ok,,875
allsides,allsides_coronavirus_r_2,cot_fewshot_mft,ok,,1075
allsides,allsides_coronavirus_r_2,cot_fewshot,ok,,1015
allsides,allsides_coronavirus_r_2,cot,ok,,1125
allsides,allsides_coronavirus_r_2,oracle,ok,,1034
allsides,allsides_coronavirus_r_2,simple_fewshot_mft,ok,,1161
allsides,allsides_coronavirus_r_2,simple_fewshot,ok,,1096
allsides,allsides_coronavirus_r_2,simple,ok,,800
allsides,allsides_coronavirus_r_2,vanilla,ok,,973
allsides,allsides_coronavirus_r_3,cot_fewshot_mft,ok,,1186
allsides,allsides_coronavirus_r_3,cot_fewshot,ok,,1020
allsides,allsides_coronavirus_r_3,cot,ok,,1081
allsides,allsides_coronavirus_r_3,oracle,ok,,1217
allsides,allsides_coronavirus_r_3,simple_fewshot_mft,ok,,1039
allsides,allsides_coronavirus_r_3,simple_fewshot,ok,,1029
allsides,allsides_coronavirus_r_3,simple,ok,,956
allsides,allsides_coronavirus_r_3,vanilla,ok,,868
allsides,allsides_coronavirus_r_4,cot_fewshot_mft,ok,,1153
allsides,allsides_coronavirus_r_4,cot_fewshot,ok,,890
allsides,allsides_coronavirus_r_4,cot,ok,,1019
allsides,allsides_coronavirus_r_4,oracle,ok,,1026
allsides,allsides_coronavirus_r_4,simple_fewshot_mft,ok,,1027
allsides,allsides_coronavirus_r_4,simple_fewshot,ok,,1010
allsides,allsides_coronavirus_r_4,simple,ok,,1007
allsides,allsides_coronavirus_r_4,vanilla,ok,,1005
allsides,allsides_coronavirus_r_5,cot_fewshot_mft,ok,,1996
allsides,allsides_coronavirus_r_5,cot_fewshot,ok,,1335
allsides,allsides_coronavirus_r_5,cot,ok,,1103
allsides,allsides_coronavirus_r_5,oracle,ok,,923
allsides,allsides_coronavirus_r_5,simple_fewshot_mft,ok,,952
allsides,allsides_coronavirus_r_5,simple_fewshot,ok,,938
allsides,allsides_coronavirus_r_5,simple,ok,,1063
allsides,allsides_coronavirus_r_5,vanilla,ok,,1036
allsides,allsides_elections_c_1,cot_fewshot_mft,ok,,1700
allsides,allsides_elections_c_1,cot_fewshot,ok,,1234
allsides,allsides_elections_c_1,cot,ok,,1114
allsides,allsides_elections_c_1,oracle,ok,,1065
allsides,allsides_elections_c_1,simple_fewshot_mft,ok,,1031
allsides,allsides_elections_c_1,simple_fewshot,ok,,820
allsides,allsides_elections_c_1,simple,ok,,931
allsides,allsides_elections_c_1,vanilla,ok,,839
allsides,allsides_elections_c_2,cot_fewshot_mft,ok,,1084
allsides,allsides_elections_c_2,cot_fewshot,ok,,1008
allsides,allsides_elections_c_2,cot,ok,,971
allsides,allsides_elections_c_2,oracle,ok,,986
allsides,allsides_elections_c_2,simple_fewshot_mft,ok,,1097
allsides,allsides_elections_c_2,simple_fewshot,ok,,1078
allsides,allsides_elections_c_2,simple,ok,,853
allsides,allsides_elections_c_2,vanilla,ok,,868
allsides,allsides_elections_c_3,cot_fewshot_mft,ok,,1236
allsides,allsides_elections_c_3,cot_fewshot,ok,,1262
allsides,allsides_elections_c_3,cot,ok,,1320
allsides,allsides_elections_c_3,oracle,ok,,980
allsides,allsides_elections_c_3,simple_fewshot_mft,ok,,1030
allsides,allsides_elections_c_3,simple_fewshot,ok,,1072
allsides,allsides_elections_c_3,simple,ok,,880
allsides,allsides_elections_c_3,vanilla,ok,,902
allsides,allsides_elections_c_4,cot_fewshot_mft,ok,,980
allsides,allsides_elections_c_4,cot_fewshot,ok,,991
allsides,allsides_elections_c_4,cot,ok,,915
allsides,allsides_elections_c_4,oracle,ok,,934
allsides,allsides_elections_c_4,simple_fewshot_mft,ok,,883
allsides,allsides_elections_c_4,simple_fewshot,ok,,924
allsides,allsides_elections_c_4,simple,ok,,877
allsides,allsides_elections_c_4,vanilla,ok,,906
allsides,allsides_elections_c_5,cot_fewshot_mft,ok,,1230
allsides,allsides_elections_c_5,cot_fewshot,ok,,1069
allsides,allsides_elections_c_5,cot,ok,,976
allsides,allsides_elections_c_5,oracle,ok,,998
allsides,allsides_elections_c_5,simple_fewshot_mft,ok,,1139
allsides,allsides_elections_c_5,simple_fewshot,ok,,1101
allsides,allsides_elections_c_5,simple,ok,,982
allsides,allsides_elections_c_5,vanilla,ok,,926
allsides,allsides_elections_l_1,cot_fewshot_mft,ok,,1143
allsides,allsides_elections_l_1,cot_fewshot,ok,,1185
allsides,allsides_elections_l_1,cot,ok,,1120
allsides,allsides_elections_l_1,oracle,ok,,1073
allsides,allsides_elections_l_1,simple_fewshot_mft,ok,,966
allsides,allsides_elections_l_1,simple_fewshot,ok,,1017
allsides,allsides_elections_l_1,simple,ok,,870
allsides,allsides_elections_l_1,vanilla,ok,,990
allsides,allsides_elections_l_2,cot_fewshot_mft,ok,,1066
allsides,allsides_elections_l_2,cot_fewshot,ok,,988
allsides,allsides_elections_l_2,cot,ok,,970
allsides,allsides_elections_l_2,oracle,ok,,999
allsides,allsides_elections_l_2,simple_fewshot_mft,ok,,1001
allsides,allsides_elections_l_2,simple_fewshot,ok,,997
allsides,allsides_elections_l_2,simple,ok,,911
allsides,allsides_elections_l_2,vanilla,ok,,916
allsides,allsides_elections_l_3,cot_fewshot_mft,ok,,1269
allsides,allsides_elections_l_3,cot_fewshot,ok,,1117
allsides,allsides_elections_l_3,cot,ok,,997
allsides,allsides_elections_l_3,oracle,ok,,1103
allsides,allsides_elections_l_3,simple_fewshot_mft,ok,,1041
allsides,allsides_elections_l_3,simple_fewshot,ok,,880
allsides,allsides_elections_l_3,simple,ok,,887
allsides,allsides_elections_l_3,vanilla,ok,,963
allsides,allsides_elections_l_4,cot_fewshot_mft,ok,,1021
allsides,allsides_elections_l_4,cot_fewshot,ok,,1102
allsides,allsides_elections_l_4,cot,ok,,889
allsides,allsides_elections_l_4,oracle,ok,,1143
allsides,allsides_elections_l_4,simple_fewshot_mft,ok,,1109
allsides,allsides_elections_l_4,simple_fewshot,ok,,919
allsides,allsides_elections_l_4,simple,ok,,1038
allsides,allsides_elections_l_4,vanilla,ok,,825
allsides,allsides_elections_l_5,cot_fewshot_mft,ok,,1168
allsides,allsides_elections_l_5,cot_fewshot,ok,,1002
allsides,allsides_elections_l_5,cot,ok,,948
allsides,allsides_elections_l_5,oracle,ok,,1022
allsides,allsides_elections_l_5,simple_fewshot_mft,ok,,960
allsides,allsides_elections_l_5,simple_fewshot,ok,,1139
allsides,allsides_elections_l_5,simple,ok,,1028
allsides,allsides_elections_l_5,vanilla,ok,,971
allsides,allsides_elections_r_1,cot_fewshot_mft,ok,,1252
allsides,allsides_elections_r_1,cot_fewshot,ok,,1204
allsides,allsides_elections_r_1,cot,ok,,1191
allsides,allsides_elections_r_1,oracle,ok,,1085
allsides,allsides_elections_r_1,simple_fewshot_mft,ok,,1237
allsides,allsides_elections_r_1,simple_fewshot,ok,,1007
allsides,allsides_elections_r_1,simple,ok,,782
allsides,allsides_elections_r_1,vanilla,ok,,941
allsides,allsides_elections_r_2,cot_fewshot_mft,ok,,973
allsides,allsides_elections_r_2,cot_fewshot,ok,,1410
allsides,allsides_elections_r_2,cot,ok,,991
allsides,allsides_elections_r_2,oracle,ok,,1011
allsides,allsides_elections_r_2,simple_fewshot_mft,ok,,891
allsides,allsides_elections_r_2,simple_fewshot,ok,,867
allsides,allsides_elections_r_2,simple,ok,,822
allsides,allsides_elections_r_2,vanilla,ok,,904
allsides,allsides_elections_r_3,cot_fewshot_mft,ok,,1404
allsides,allsides_elections_r_3,cot_fewshot,ok,,1215
allsides,allsides_elections_r_3,cot,ok,,1115
allsides,allsides_elections_r_3,oracle,ok,,883
allsides,allsides_elections_r_3,simple_fewshot_mft,ok,,959
allsides,allsides_elections_r_3,simple_fewshot,ok,,858
allsides,allsides_elections_r_3,simple,ok,,935
allsides,allsides_elections_r_3,vanilla,ok,,879
allsides,allsides_elections_r_4,cot_fewshot_mft,ok,,1361
allsides,allsides_elections_r_4,cot_fewshot,ok,,1256
allsides,allsides_elections_r_4,cot,ok,,1154
allsides,allsides_elections_r_4,oracle,ok,,1060
allsides,allsides_elections_r_4,simple_fewshot_mft,ok,,1012
allsides,allsides_elections_r_4,simple_fewshot,ok,,1018
allsides,allsides_elections_r_4,simple,ok,,1045
allsides,allsides_elections_r_4,vanilla,ok,,918
allsides,allsides_elections_r_5,cot_fewshot_mft,ok,,1948
allsides,allsides_elections_r_5,cot_fewshot,ok,,1151
allsides,allsides_elections_r_5,cot,ok,,992
allsides,allsides_elections_r_5,oracle,ok,,1007
allsides,allsides_elections_r_5,simple_fewshot_mft,ok,,1034
allsides,allsides_elections_r_5,simple_fewshot,ok,,924
allsides,allsides_elections_r_5,simple,ok,,1021
allsides,allsides_elections_r_5,vanilla,ok,,989
allsides,allsides_gun_control_and_gun_rights_c_1,cot_fewshot_mft,ok,,987
allsides,allsides_gun_control_and_gun_rights_c_1,cot_fewshot,ok,,934
allsides,allsides_gun_control_and_gun_rights_c_1,cot,ok,,929
allsides,allsides_gun_control_and_gun_rights_c_1,oracle,ok,,994
allsides,allsides_gun_control_and_gun_rights_c_1,simple_fewshot_mft,ok,,961
allsides,allsides_gun_control_and_gun_rights_c_1,simple_fewshot,ok,,822
allsides,allsides_gun_control_and_gun_rights_c_1,simple,ok,,872
allsides,allsides_gun_control_and_gun_rights_c_1,vanilla,ok,,886
allsides,allsides_gun_control_and_gun_rights_c_2,cot_fewshot_mft,ok,,1001
allsides,allsides_gun_control_and_gun_rights_c_2,cot_fewshot,ok,,984
allsides,allsides_gun_control_and_gun_rights_c_2,cot,ok,,926
allsides,allsides_gun_control_and_gun_rights_c_2,oracle,ok,,862
allsides,allsides_gun_control_and_gun_rights_c_2,simple_fewshot_mft,ok,,951
allsides,allsides_gun_control_and_gun_rights_c_2,simple_fewshot,ok,,893
allsides,allsides_gun_control_and_gun_rights_c_2,simple,ok,,922
allsides,allsides_gun_control_and_gun_rights_c_2,vanilla,ok,,844
allsides,allsides_gun_control_and_gun_rights_c_3,cot_fewshot_mft,ok,,1040
allsides,allsides_gun_control_and_gun_rights_c_3,cot_fewshot,ok,,1156
allsides,allsides_gun_control_and_gun_rights_c_3,cot,ok,,1070
allsides,allsides_gun_control_and_gun_rights_c_3,oracle,ok,,986
allsides,allsides_gun_control_and_gun_rights_c_3,simple_fewshot_mft,ok,,1092
allsides,allsides_gun_control_and_gun_rights_c_3,simple_fewshot,ok,,1005
allsides,allsides_gun_control_and_gun_rights_c_3,simple,ok,,1018
allsides,allsides_gun_control_and_gun_rights_c_3,vanilla,ok,,871
allsides,allsides_gun_control_and_gun_rights_c_4,cot_fewshot_mft,ok,,1090
allsides,allsides_gun_control_and_gun_rights_c_4,cot_fewshot,ok,,1033
allsides,allsides_gun_control_and_gun_rights_c_4,cot,ok,,930
allsides,allsides_gun_control_and_gun_rights_c_4,oracle,ok,,970
allsides,allsides_gun_control_and_gun_rights_c_4,simple_fewshot_mft,ok,,1044
allsides,allsides_gun_control_and_gun_rights_c_4,simple_fewshot,ok,,978
allsides,allsides_gun_control_and_gun_rights_c_4,simple,ok,,833
allsides,allsides_gun_control_and_gun_rights_c_4,vanilla,ok,,812
allsides,allsides_gun_control_and_gun_rights_c_5,cot_fewshot_mft,ok,,1178
allsides,allsides_gun_control_and_gun_rights_c_5,cot_fewshot,ok,,1052
allsides,allsides_gun_control_and_gun_rights_c_5,cot,ok,,1006
allsides,allsides_gun_control_and_gun_rights_c_5,oracle,ok,,1082
allsides,allsides_gun_control_and_gun_rights_c_5,simple_fewshot_mft,ok,,980
allsides,allsides_gun_control_and_gun_rights_c_5,simple_fewshot,ok,,962
allsides,allsides_gun_control_and_gun_rights_c_5,simple,ok,,919
allsides,allsides_gun_control_and_gun_rights_c_5,vanilla,ok,,865
allsides,allsides_gun_control_and_gun_rights_l_1,cot_fewshot_mft,ok,,1205
allsides,allsides_gun_control_and_gun_rights_l_1,cot_fewshot,ok,,1099
allsides,allsides_gun_control_and_gun_rights_l_1,cot,ok,,1087
allsides,allsides_gun_control_and_gun_rights_l_1,oracle,ok,,1062
allsides,allsides_gun_control_and_gun_rights_l_1,simple_fewshot_mft,ok,,976
allsides,allsides_gun_control_and_gun_rights_l_1,simple_fewshot,ok,,921
allsides,allsides_gun_control_and_gun_rights_l_1,simple,ok,,895
allsides,allsides_gun_control_and_gun_rights_l_1,vanilla,ok,,807
allsides,allsides_gun_control_and_gun_rights_l_2,cot_fewshot_mft,ok,,1159
allsides,allsides_gun_control_and_gun_rights_l_2,cot_fewshot,ok,,1162
allsides,allsides_gun_control_and_gun_rights_l_2,cot,ok,,1081
allsides,allsides_gun_control_and_gun_rights_l_2,oracle,ok,,1008
allsides,allsides_gun_control_and_gun_rights_l_2,simple_fewshot_mft,ok,,1157
allsides,allsides_gun_control_and_gun_rights_l_2,simple_fewshot,ok,,903
allsides,allsides_gun_control_and_gun_rights_l_2,simple,ok,,1015
allsides,allsides_gun_control_and_gun_rights_l_2,vanilla,ok,,983
allsides,allsides_gun_control_and_gun_rights_l_3,cot_fewshot_mft,ok,,1116
allsides,allsides_gun_control_and_gun_rights_l_3,cot_fewshot,ok,,976
allsides,allsides_gun_control_and_gun_rights_l_3,cot,ok,,1093
allsides,allsides_gun_control_and_gun_rights_l_3,oracle,ok,,1090
allsides,allsides_gun_control_and_gun_rights_l_3,simple_fewshot_mft,ok,,1052
allsides,allsides_gun_control_and_gun_rights_l_3,simple_fewshot,ok,,1026
allsides,allsides_gun_control_and_gun_rights_l_3,simple,ok,,885
allsides,allsides_gun_control_and_gun_rights_l_3,vanilla,ok,,862
allsides,allsides_gun_control_and_gun_rights_l_4,cot_fewshot_mft,ok,,1033
allsides,allsides_gun_control_and_gun_rights_l_4,cot_fewshot,ok,,1063
allsides,allsides_gun_control_and_gun_rights_l_4,cot,ok,,1066
allsides,allsides_gun_control_and_gun_rights_l_4,oracle,ok,,908
allsides,allsides_gun_control_and_gun_rights_l_4,simple_fewshot_mft,ok,,1032
allsides,allsides_gun_control_and_gun_rights_l_4,simple_fewshot,ok,,951
allsides,allsides_gun_control_and_gun_rights_l_4,simple,ok,,1004
allsides,allsides_gun_control_and_gun_rights_l_4,vanilla,ok,,882
allsides,allsides_gun_control_and_gun_rights_l_5,cot_fewshot_mft,ok,,1096
allsides,allsides_gun_control_and_gun_rights_l_5,cot_fewshot,ok,,1194
allsides,allsides_gun_control_and_gun_rights_l_5,cot,ok,,1274
allsides,allsides_gun_control_and_gun_rights_l_5,oracle,ok,,1081
allsides,allsides_gun_control_and_gun_rights_l_5,simple_fewshot_mft,ok,,1127
allsides,allsides_gun_control_and_gun_rights_l_5,simple_fewshot,ok,,1093
allsides,allsides_gun_control_and_gun_rights_l_5,simple,ok,,990
allsides,allsides_gun_control_and_gun_rights_l_5,vanilla,ok,,983
allsides,allsides_gun_control_and_gun_rights_r_1,cot_fewshot_mft,ok,,1139
allsides,allsides_gun_control_and_gun_rights_r_1,cot_fewshot,ok,,1015
allsides,allsides_gun_control_and_gun_rights_r_1,cot,ok,,1053
allsides,allsides_gun_control_and_gun_rights_r_1,oracle,ok,,965
allsides,allsides_gun_control_and_gun_rights_r_1,simple_fewshot_mft,ok,,1013
allsides,allsides_gun_control_and_gun_rights_r_1,simple_fewshot,ok,,900
allsides,allsides_gun_control_and_gun_rights_r_1,simple,ok,,969
